SUBDIVISION,YEAR,ANNUAL PRECIPITATION,QUARTER,PRECIPITATION,SEVERITY1,TERRAIN,CLIMATE,SEVERITY
COASTAL ANDHRA PRADESH,2009,790.5,Oct-Dec,196.5,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2010,1712.4,Jan-Feb,24.1,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2010,1712.4,Mar-May,181.2,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2010,1712.4,Jun-Sep,954,2,Coastal,Warm,2
COASTAL ANDHRA PRADESH,2010,1712.4,Oct-Dec,553.1,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2011,861.9,Jan-Feb,17.9,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2011,861.9,Mar-May,131.2,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2011,861.9,Jun-Sep,628.4,0,Coastal,Warm,1
COASTAL ANDHRA PRADESH,2011,861.9,Oct-Dec,84.4,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2012,1318.4,Jan-Feb,37.6,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2012,1318.4,Mar-May,66.1,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2012,1318.4,Jun-Sep,785,2,Coastal,Warm,2
COASTAL ANDHRA PRADESH,2012,1318.4,Oct-Dec,429.7,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2013,1120.5,Jan-Feb,31.7,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2013,1120.5,Mar-May,76.4,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2013,1120.5,Jun-Sep,545,1,Coastal,Warm,1
COASTAL ANDHRA PRADESH,2013,1120.5,Oct-Dec,467.4,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2014,874.9,Jan-Feb,1.5,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2014,874.9,Mar-May,128,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2014,874.9,Jun-Sep,519.7,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2014,874.9,Oct-Dec,225.7,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2015,1010.9,Jan-Feb,2.5,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2015,1010.9,Mar-May,71.9,0,Coastal,Warm,0
COASTAL ANDHRA PRADESH,2015,1010.9,Jun-Sep,793.6,0,Coastal,Warm,2
COASTAL ANDHRA PRADESH,2015,1010.9,Oct-Dec,142.8,0,Coastal,Warm,0
COASTAL KARNATAKA,1980,3762,Jan-Feb,0,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1980,3762,Mar-May,136.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1980,3762,Jun-Sep,3455.2,0,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,1980,3762,Oct-Dec,170.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1981,3848.6,Jan-Feb,0.7,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1981,3848.6,Mar-May,76.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1981,3848.6,Jun-Sep,3591,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,1981,3848.6,Oct-Dec,179.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1982,4090.9,Jan-Feb,0.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1982,4090.9,Mar-May,91.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1982,4090.9,Jun-Sep,3798.2,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,1982,4090.9,Oct-Dec,201.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1983,3942.2,Jan-Feb,0,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1983,3942.2,Mar-May,24.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1983,3942.2,Jun-Sep,3701.5,0,Coastal,Rainy Tropical,5
COASTAL KARNATAKA,1983,3942.2,Oct-Dec,216.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1984,3359,Jan-Feb,10.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1984,3359,Mar-May,104.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1984,3359,Jun-Sep,3004.6,0,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,1984,3359,Oct-Dec,239.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1985,3015.7,Jan-Feb,5.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1985,3015.7,Mar-May,91.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1985,3015.7,Jun-Sep,2621.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1985,3015.7,Oct-Dec,297.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1986,2934.5,Jan-Feb,0.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1986,2934.5,Mar-May,32,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1986,2934.5,Jun-Sep,2685,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1986,2934.5,Oct-Dec,217.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1987,2716.2,Jan-Feb,0,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1987,2716.2,Mar-May,65.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1987,2716.2,Jun-Sep,2329,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1987,2716.2,Oct-Dec,321.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1988,3466.6,Jan-Feb,0.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1988,3466.6,Mar-May,60.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1988,3466.6,Jun-Sep,3269.5,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,1988,3466.6,Oct-Dec,136.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1989,3215.6,Jan-Feb,0,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1989,3215.6,Mar-May,84.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1989,3215.6,Jun-Sep,2960.9,0,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,1989,3215.6,Oct-Dec,170.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1990,4120.4,Jan-Feb,1.7,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1990,4120.4,Mar-May,348.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1990,4120.4,Jun-Sep,3460.2,2,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,1990,4120.4,Oct-Dec,310.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1991,3719.7,Jan-Feb,0.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1991,3719.7,Mar-May,143.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1991,3719.7,Jun-Sep,3417.5,2,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,1991,3719.7,Oct-Dec,158.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1992,3882.2,Jan-Feb,0,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1992,3882.2,Mar-May,94.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1992,3882.2,Jun-Sep,3412.6,2,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,1992,3882.2,Oct-Dec,375.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1993,3481.3,Jan-Feb,0.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1993,3481.3,Mar-May,96.7,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1993,3481.3,Jun-Sep,2944.8,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,1993,3481.3,Oct-Dec,439.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1994,4636.3,Jan-Feb,3.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1994,4636.3,Mar-May,123.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1994,4636.3,Jun-Sep,4144.4,3,Coastal,Rainy Tropical,3
COASTAL KARNATAKA,1994,4636.3,Oct-Dec,365.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1995,3357.8,Jan-Feb,3.7,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1995,3357.8,Mar-May,159.6,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1995,3357.8,Jun-Sep,2945,0,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,1995,3357.8,Oct-Dec,249.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1996,3188.9,Jan-Feb,0.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1996,3188.9,Mar-May,46.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1996,3188.9,Jun-Sep,2816.8,0,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,1996,3188.9,Oct-Dec,324.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1997,3953.6,Jan-Feb,0.7,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1997,3953.6,Mar-May,59.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1997,3953.6,Jun-Sep,3575.8,2,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,1997,3953.6,Oct-Dec,317.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1998,3707.9,Jan-Feb,0,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1998,3707.9,Mar-May,80,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1998,3707.9,Jun-Sep,3265.1,2,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,1998,3707.9,Oct-Dec,362.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1999,3779.9,Jan-Feb,0.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1999,3779.9,Mar-May,343,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,1999,3779.9,Jun-Sep,3084.9,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,1999,3779.9,Oct-Dec,351.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2000,3351.3,Jan-Feb,15.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2000,3351.3,Mar-May,243,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2000,3351.3,Jun-Sep,2903.3,0,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2000,3351.3,Oct-Dec,189.6,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2001,3111.6,Jan-Feb,1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2001,3111.6,Mar-May,228.7,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2001,3111.6,Jun-Sep,2663.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2001,3111.6,Oct-Dec,218.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2002,2793.1,Jan-Feb,11.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2002,2793.1,Mar-May,195.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2002,2793.1,Jun-Sep,2205,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2002,2793.1,Oct-Dec,381,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2003,3071.9,Jan-Feb,3.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2003,3071.9,Mar-May,55.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2003,3071.9,Jun-Sep,2817.9,0,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2003,3071.9,Oct-Dec,194.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2004,3070,Jan-Feb,0.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2004,3070,Mar-May,360.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2004,3070,Jun-Sep,2552.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2004,3070,Oct-Dec,156.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2005,3470.9,Jan-Feb,0.6,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2005,3470.9,Mar-May,117.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2005,3470.9,Jun-Sep,3147.2,0,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,2005,3470.9,Oct-Dec,205.6,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2006,3837.3,Jan-Feb,1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2006,3837.3,Mar-May,366.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2006,3837.3,Jun-Sep,3160.6,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2006,3837.3,Oct-Dec,309.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2007,3860.2,Jan-Feb,0,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2007,3860.2,Mar-May,101.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2007,3860.2,Jun-Sep,3567.2,2,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,2007,3860.2,Oct-Dec,191.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2008,3206.4,Jan-Feb,14.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2008,3206.4,Mar-May,259,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2008,3206.4,Jun-Sep,2808.1,0,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2008,3206.4,Oct-Dec,124.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2009,3862,Jan-Feb,0.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2009,3862,Mar-May,160.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2009,3862,Jun-Sep,3246,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2009,3862,Oct-Dec,455.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2010,3686.8,Jan-Feb,14.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2010,3686.8,Mar-May,145.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2010,3686.8,Jun-Sep,2988.9,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2010,3686.8,Oct-Dec,537.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2011,3908.6,Jan-Feb,8.6,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2011,3908.6,Mar-May,124.1,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2011,3908.6,Jun-Sep,3505.4,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2011,3908.6,Oct-Dec,270.5,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2012,NA,Jan-Feb,NA,0,Coastal,Rainy Tropical,5
COASTAL KARNATAKA,2012,NA,Mar-May,104.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2012,NA,Jun-Sep,2815.1,0,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2012,NA,Oct-Dec,186.7,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2013,4229.4,Jan-Feb,21.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2013,4229.4,Mar-May,147.9,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2013,4229.4,Jun-Sep,3727.6,2,Coastal,Rainy Tropical,2
COASTAL KARNATAKA,2013,4229.4,Oct-Dec,332,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2014,3684.4,Jan-Feb,0.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2014,3684.4,Mar-May,224.3,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2014,3684.4,Jun-Sep,3162.6,1,Coastal,Rainy Tropical,1
COASTAL KARNATAKA,2014,3684.4,Oct-Dec,297.2,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2015,3106,Jan-Feb,2.4,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2015,3106,Mar-May,254.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2015,3106,Jun-Sep,2501.8,0,Coastal,Rainy Tropical,0
COASTAL KARNATAKA,2015,3106,Oct-Dec,347.1,0,Coastal,Rainy Tropical,0
EAST MADHYA PRADESH,1980,1369.2,Jan-Feb,13.5,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1980,1369.2,Mar-May,5.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1980,1369.2,Jun-Sep,1313.7,0,Everything,Sub-tropical,2
EAST MADHYA PRADESH,1980,1369.2,Oct-Dec,36,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1981,1036,Jan-Feb,14.7,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1981,1036,Mar-May,41.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1981,1036,Jun-Sep,954.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1981,1036,Oct-Dec,25.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1982,1297.3,Jan-Feb,99.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1982,1297.3,Mar-May,32.8,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1982,1297.3,Jun-Sep,1114.9,0,Everything,Sub-tropical,1
EAST MADHYA PRADESH,1982,1297.3,Oct-Dec,50.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1983,1275.5,Jan-Feb,22.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1983,1275.5,Mar-May,18.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1983,1275.5,Jun-Sep,1165.2,0,Everything,Sub-tropical,1
EAST MADHYA PRADESH,1983,1275.5,Oct-Dec,69,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1984,1110.6,Jan-Feb,91.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1984,1110.6,Mar-May,5.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1984,1110.6,Jun-Sep,997.6,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1984,1110.6,Oct-Dec,16.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1985,1115.4,Jan-Feb,48.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1985,1115.4,Mar-May,9.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1985,1115.4,Jun-Sep,960.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1985,1115.4,Oct-Dec,97.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1986,1029.2,Jan-Feb,110.6,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1986,1029.2,Mar-May,32.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1986,1029.2,Jun-Sep,829.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1986,1029.2,Oct-Dec,56.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1987,1116.1,Jan-Feb,82.6,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1987,1116.1,Mar-May,16.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1987,1116.1,Jun-Sep,915.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1987,1116.1,Oct-Dec,101.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1988,1069.4,Jan-Feb,24.7,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1988,1069.4,Mar-May,14.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1988,1069.4,Jun-Sep,1008.3,0,Everything,Sub-tropical,1
EAST MADHYA PRADESH,1988,1069.4,Oct-Dec,22.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1989,920.9,Jan-Feb,0.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1989,920.9,Mar-May,21.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1989,920.9,Jun-Sep,872.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1989,920.9,Oct-Dec,26.5,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1990,1380,Jan-Feb,31.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1990,1380,Mar-May,36.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1990,1380,Jun-Sep,1266.9,0,Everything,Sub-tropical,2
EAST MADHYA PRADESH,1990,1380,Oct-Dec,44.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1991,1016.9,Jan-Feb,11.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1991,1016.9,Mar-May,22,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1991,1016.9,Jun-Sep,973.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1991,1016.9,Oct-Dec,10.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1992,1051.1,Jan-Feb,0.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1992,1051.1,Mar-May,8,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1992,1051.1,Jun-Sep,1035.1,0,Everything,Sub-tropical,1
EAST MADHYA PRADESH,1992,1051.1,Oct-Dec,8,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1993,1118.9,Jan-Feb,12.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1993,1118.9,Mar-May,22.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1993,1118.9,Jun-Sep,1062.5,0,Everything,Sub-tropical,1
EAST MADHYA PRADESH,1993,1118.9,Oct-Dec,21.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1994,1533.7,Jan-Feb,20.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1994,1533.7,Mar-May,10.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1994,1533.7,Jun-Sep,1477.5,0,Everything,Sub-tropical,2
EAST MADHYA PRADESH,1994,1533.7,Oct-Dec,25.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1995,1032.3,Jan-Feb,33.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1995,1032.3,Mar-May,52.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1995,1032.3,Jun-Sep,926.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1995,1032.3,Oct-Dec,20.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1996,986.6,Jan-Feb,55,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1996,986.6,Mar-May,6.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1996,986.6,Jun-Sep,878.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1996,986.6,Oct-Dec,47.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1997,1357.1,Jan-Feb,4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1997,1357.1,Mar-May,11.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1997,1357.1,Jun-Sep,1101.1,0,Everything,Sub-tropical,1
EAST MADHYA PRADESH,1997,1357.1,Oct-Dec,240.6,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1998,1013.4,Jan-Feb,35.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1998,1013.4,Mar-May,32.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1998,1013.4,Jun-Sep,892.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1998,1013.4,Oct-Dec,53.8,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1999,1443.9,Jan-Feb,22.7,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1999,1443.9,Mar-May,4.8,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,1999,1443.9,Jun-Sep,1337.4,0,Everything,Sub-tropical,2
EAST MADHYA PRADESH,1999,1443.9,Oct-Dec,79,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2000,874.2,Jan-Feb,0.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2000,874.2,Mar-May,7.5,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2000,874.2,Jun-Sep,864.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2000,874.2,Oct-Dec,1.8,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2001,1170.1,Jan-Feb,3.1,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2001,1170.1,Mar-May,37.7,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2001,1170.1,Jun-Sep,1018.2,0,Everything,Sub-tropical,1
EAST MADHYA PRADESH,2001,1170.1,Oct-Dec,111,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2002,950.2,Jan-Feb,31.5,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2002,950.2,Mar-May,6.6,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2002,950.2,Jun-Sep,862.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2002,950.2,Oct-Dec,49.9,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2003,1438.1,Jan-Feb,60.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2003,1438.1,Mar-May,3.7,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2003,1438.1,Jun-Sep,1350.2,0,Everything,Sub-tropical,2
EAST MADHYA PRADESH,2003,1438.1,Oct-Dec,23.8,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2004,955.3,Jan-Feb,20.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2004,955.3,Mar-May,5.7,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2004,955.3,Jun-Sep,900.2,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2004,955.3,Oct-Dec,29.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2005,1366.4,Jan-Feb,45.8,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2005,1366.4,Mar-May,72.5,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2005,1366.4,Jun-Sep,1216.1,0,Everything,Sub-tropical,1
EAST MADHYA PRADESH,2005,1366.4,Oct-Dec,32,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2006,943.4,Jan-Feb,0,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2006,943.4,Mar-May,82.5,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2006,943.4,Jun-Sep,832.6,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2006,943.4,Oct-Dec,28.4,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2007,653.8,Jan-Feb,33.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2007,653.8,Mar-May,17.7,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2007,653.8,Jun-Sep,575.3,0,Everything,Sub-tropical,0
EAST MADHYA PRADESH,2007,653.8,Oct-Dec,27.5,0,Everything,Sub-tropical,0
